AD_ID,AD_CLICKS,AD_CREATION_DATE,AD_END_DATE,AD_IMPRESSIONS,AD_LANDING_PAGE,AD_PATH,AD_SPEND,AD_TARGETING_AGE,AD_TARGETING_CUSTOM_AUDIENCE,AD_TARGETING_EXCLUDE,AD_TARGETING_EXCLUDED_CONNECTIONS,AD_TARGETING_EXCLUDE_LOCATION,AD_TARGETING_FRIENDS_OF_CONNECTIONS,AD_TARGETING_GENDER,AD_TARGETING_INTERESTS,AD_TARGETING_LANGUAGE,AD_TARGETING_LOCATION,AD_TARGETING_LOCATION_LIVING_IN,AD_TARGETING_LOCATION_RECENTLY_IN,AD_TARGETING_PEOPLE_WHO_MATCH,AD_TARGETING_PLACEMENTS,AD_TEXT,AD_POTENTIAL_TARGET
1977,30,2017-04-18 07:58:47,2017-04-19 07:58:47,680,https://blackmattersus.com/32556-bank-of-america-to-pay-old-debts/,2017-04/P(1)0004141.pdf,300.00 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr., African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,We live in hope that times are changing but they aren't. The predecessor company of Bank of America accused of racial discrimination. Bank Of America To Pay Old Debts I BlackMattersUS.com blackmattersus.com,2900000.0
119,45,2015-07-15 08:22:39,2015-07-16 08:22:39,672,https://www.facebook.com/black-matters-1579673598947501/,2015-q3/2015-07/P(1)0001906.pdf,262.75 RUB,18 - 65+,,,,,Friends of people who are connected to Black Matters,,,,"United States: Baltimore Maryland; Ferguson, St. Louis Missouri; Cleveland Ohio",,,"People who like Black Matters,",News Feed on desktop computers or News Feed on mobile devices,"Black church vandalized for the third time in a row on Florida's Space Coast.Was it a hate-crime? A predominantly Melbourne black church was vandalized for the third time in six months. According to the Melbourne Police Department, the vandal bought axes to chop through access points to get in. Church Bishop Jacquelyn Gordon said that the church was in the process of development since they moved two years ago into 125,000 foot industrial complex. Moreover, the message ""SS Charleston 2"" was found on the car nearby the Church, which raised concerns about church security. SS Charleston 2 indicates the tragedy in Charleston when nine people were shot to death by white supremacist Dylann Roof at Emanuel AME church. Before, the church members found the words ""We see u"" that were painted in the radical emblem of the Nazi party swastika. How many hateful people living in America today? What of these people are getting their hatred and racism from their parents or friends? What if it is a hate crime? Has the government created a fund to assist this church?",
1071,0,2016-10-20 07:48:37,2016-10-21 07:48:36,0,https://www.facebook.com/blacktivist-128371547505950/,2016-q4/2016-10/P(1)0000320.pdf,0,16 - 65+,,,,,,,"Black nationalism, Pan-Africanism, African-American culture, African-American Civil Rights Movement (1954--68), African-American history, Black Consciousness Movement, Martin Luther King Ill or Black (Color)",English (UK) or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,"Dear cop , please stop using our children for publicity stunts.",31000000.0
500,235,2015-07-17 06:42:16,2015-07-19 06:42:16,1620,https://www.facebook.com/patriototus/,2015-q3/2015-07/P(1)0002355.pdf,290.00 RUB,18 - 65+,,,,,Friends of people who are connected to Being Patriotic,,,,United States,,,"People who like Being Patriotic,",News Feed on desktop computers or News Feed on mobile devices,"Marine Corps General Joseph Dunford told the Congress last week that the deaths of 500 soldiers in Iraq and Afghanistan could be attributed to Iran. This statement sounds strange on the background of rapproachment between Obama's administration and Tehran. Although, this rapproachment in itself looks strange. We would remind you that Tehran has never expressed its condolences for the Iran hostage crisis. Moreover, the Supreme Leader of Iran Ali Hosseini Khamenei is too disrespectful to the United States despite of friendly actions of Obama's administration. And Iranian military command claims that Iran is ready to come into collision with America at any moment. The Iran deal is a shame of the United States. Senate Republicans were right when they expressed their distrust of Iranian government. It's not clear why Obama has refused containment of Iran that is an potential enemy not only for the United States, but also for the rest world. Barack Obama is, by all appearances, a true traitor of the United States. And it's not empty words — the rapprochement with Iran is either a treachery or stupidness.",
707,632,2016-09-08 05:50:25,2016-09-10 03:10:55,8538,https://www.facebook.com/events/554359838086349/,2016-q3/2016-09/P(1)0002666.pdf,3884.64 RUB,18 - 65+,,,,,,,Texas,English (UK)or English (US),United States: Houston (+50 mi) Texas,,,,News Feed on desktop computers or News Feed on mobile devices,It's been 15 years since the 9/11 and it became clear that extemist terror groups are bein Stop Radical Islam,
1587,0,2016-05-05 02:12:02,,0,https://www.facebook.com/blackjourney2justice/,2016-q2/2016-05/P(1)0000439.pdf,0,14 - 54,,,Exclude people who like Don't Shoot,,,,Stop Police Brutality or Cop Block,English (UK)or English (US),United States,,,,News Feed on mobile devices,We run this community because we care...,910000.0
2032,2059,2017-05-24 07:59:30,2017-05-25 07:59:30,9946,https://www.facebook.com/blackmattersus/.mvmnt/,2017-05/P(1)0000684.pdf,253.16 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Well done! I live for the sake of such exalted moments.,17000000.0
3462,4,2016-05-12 03:42:06,,1218,https://musicfb.info/,2016-q2/2016-05/P(1)0006093.pdf,341.88 RUB,15 - 30,,,,,,,"Grooveshark, Last.fm, SoundCloud, Vevo, Shazam (service) or Google Play Music",English (UK)or English (US),United States,,,Behaviors: Facebook access (browser): Chrome And Must Also Match:,News Feed on desktop computers,Stop paying for music! Listen legally and for free. Download now! Free and legal music service. Click to download! musicfb.info FaceMusic Stop A.I.,
1826,200,2015-12-11 01:29:58,,32149,https://www.instagram.com/nuts.news/,2015-q4/2015-12/P(1)0003962.pdf,1980.97 RUB,14 - 36,,,,,,,Politics,English (US),United States,,,,Instagram Feed,At least you have great pies of your kid! Join us! Click Learn more! Nuts News ( @nuts.news) Funnylnst,14000000.0
1962,3,2016-08-04 05:12:07,2016-08-05 05:12:06,18,https://www.facebook.com/secured-borders-757183957716200/,2016-q3/2016-08/P(1)0004116.pdf,493.22 RUB,18 - 65+,,,,,,,,,,United States: Texas,,,News Feed on desktop computers or News Feed on mobile devices,"Barack Hussein Obama has tried very hard to open the doors for his friends from Middle East and to create a most welcoming environment for Muslims in general. He forced our government to give them countless benefits and managed to create an atmosphere of total omnipotence for them with the help of CAIR. It all would be alright, if he was a president of a Muslim country, but he is president of UNITED STATES OF AMERICA, which makes his eternal love for Muslims a mere TREACHERY! Barack Hussein Obama and his lap dog Hillary should never be allowed control our lives ever again!",229000000.0
2216,97,2016-09-27 05:39:02,2016-09-29 05:39:01,467,https://blackmattersus.com/16579-racism-in-american-schools-video-shows-white-kids-chant-n-word-on-school-bus/,2016-q3/2016-09/P(1)0004468.pdf,117.76 RUB,18 - 65+,,,,,,,,,,United States,,,News Feed on desktop computers or News Feed on mobile devices,"Montgomery County middle school kids have tasted the outrage of the public after a video of them chanting racist words went viral on Facebook; further deepening the agony of racism in schools today. Montgomery County middle school kids have tasted the outrage of the public after a video of them chanting racist words went viral on Facebook; further deepening Racism In American Schools: Video Shows White Kids Chant ""N-Word"" On School Bus BM BM",229000000.0
225,9,2016-04-21 00:21:22,2016-04-23 00:21:21,58,https://www.facebook.com/black-matters-1579673598947501/,2016-q2/2016-04/P(1)0002008.pdf,7.51 RUB,18 - 65+,,,,,Friends of people who are connected to Black Matters,,,,,United States,,"People who like Black Matters,",News Feed on desktop computers or News Feed on mobile devices,"The Daily Beast reported that a black veteran, Elliot Williams, 37, encountered a painful death in jail cell without help from jail officials as they watched hi Oklahoma Cops Left Black Army Veteran To Die In Jail Cell Black Matters Black Matters",
534,0,2016-04-13 03:24:02,,5,https://www.facebook.com/events/i678907209017708/,2016-q2/2016-04/P(1)0001235.pdf,10.68 RUB,18 - 59,,,,,,,Independence or Patriotism,English (UK)or English (US),United States: Atlanta (+50 km) Georgia,,,,News Feed on desktop computers or News Feed on mobile devices,Stand for the people not the Government! Join the rally in Atlanta this Sunday! American Crusade - Ga,
46,0,2015-07-27 00:42:42,2015-07-28 00:42:41,0,https://www.facebook.com/shootusa,2015-q3/2015-07/P(1)0001794.pdf,,18 - 65+,,,,,,,,,,United States,,,News Feed on desktop computers or News Feed on mobile devices,"Obey the law and everything will be ok, they say",229000000.0
777,73,2016-04-12 09:29:36,2016-04-13 09:29:35,653,https://www.facebook.com/williamskalvin-788980617892144/,2016-q2/2016-04/P(1)0000192.pdf,100.00 RUB,18 - 65+,,,,,Friends of people who are connected to Williams&Kalvin,,,,United States,,,"People who like Williams&Kalvin,",News Feed on desktop computers or News Feed on mobile devices,"A New Orleans judge ordered to release seven inmates awaiting trial because the Louisiana doesn't have money to defend them. Some of them have spent more than half a year awaiting a trial, but the city failed to provide the legal help to them. Each year the budget is shredding, but the Louisiana remains the state with the highest incarceration rate. Each year the system incarcerates thousands of black men and women for minor violations, but they let go the murderers and rapists. What is wrong with our country???",
1423,0,2015-12-21 23:06:52,,0,https://www.facebook.com/stoptherefugees/,2015-q4/2015-12/P(1)0003431.pdf,,18 - 65+,,,Exclude people who like Stop Refugees,,,,,English (UK)or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,Stop refugees! Humor and latest news!,211000000.0
2624,2082,2017-04-03 08:13:29,2017-04-04 10:20:00,15590,https://www.facebook.com/brownunitedfront/,2017-04/P(1)0005135.pdf,200.00 RUB,18 - 65+,,,,,,,"Mexico. Latin hip hop. Chicano Movement,. Hispanidad, Lowrider, Chicano rap or La Raza",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Our women are the most powerful!,43000000.0
3071,518,2017-04-14 02:03:31,2017-04-17 05:29:00,3849,https://www.facebook.com/williamsandkalvin/,2017-04/P(1)0006326.pdf,60.00 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr., Stop Racism!!, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Say To No Racism or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Unstoppable Black King! Determination is the key to success.,17000000.0
1102,2533,2016-12-08 23:09:37,2016-12-09 23:09:37,15198,https://www.facebook.com/blacktivists/,2016-q4/2016-12/P(1)0000354.pdf,269.54 RUB,16 - 65+,,,,,,,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",English (UK) or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,When your melanin pops severely.,31000000.0
3322,66,2017-03-28 06:31:17,2017-03-29 06:31:17,1665,https://www.meetup.com/black-fist-self-defense-project/,2017-q1/2017-03/P(1)0006408.pdf,1207.00 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr., Pan-Africanism, Black Power, African American, Black history, Black Panther Party, African- American culture, African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Angela Davis, Malcolm X or Black (Color)",English (UK) or English (US),,United States: Tampa (+25 mi) Florida,,,News Feed on desktop computers or News Feed on mobile devices,"Join the event, bring your friends, feel safe with us! Don't miss the opportunity to train with our coach! You will enjoy it for sure. It's free! Organized on a donation basis. https://www.meetup.com/Black-Fist- Self-Defense-ProjecU Free Self-Defense class in Tampa , Fl meetup.com",
1792,94,2016-04-20 02:45:21,2016-04-23 02:45:21,739,https://www.facebook.com/memopolis-450474615151098/,2016-q2/2016-04/P(1)0000541.pdf,89.47 RUB,18 - 65+,,,,,,,"CollegeHumor, BuzzFeed or 9GAG",,United States,,,,News Feed on desktop computers or News Feed on mobile devices,Then they ask u to stay late...,59000000.0
3046,1841,2016-11-11 06:33:26,,33680,https://www.facebook.com/viiiiamsandkaivin/,2016-q4/2016-11/P(1)0001654.pdf,1403.86 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr., African-American Civil Rights Movement (1954-68), African-American history, Malcolm X or United States presidential election, 2016",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,"You have a right to have a gun and you can use it to protect your family and your country. If someone wants to take your gun away from you, this person wants to take your freedom and to take your life after. So, don't let anyone take your gun. Your power is your freedom. Subscribe to our channel: https://www.youtube.com/channel/UCSbzPCwUDPvDCR6VRaOcDtg Follow my Facebook: https://www.facebook.comnViIliamsandKalvin Follow me on Instagram: https://www.instagram.com/williams.and.kalvin Follow me on Twitter: https://twitter.com/Williams8kalvin",6100000.0
2167,2889,2017-05-19 07:29:51,2017-05-20 07:29:51,11574,https://www.facebook.com/blackmattersus/.mvmnt/,2017-05/P(1)0004401.pdf,500.00 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr.; African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,What a precious moment!,2900000.0
3241,2310,2017-03-17 08:19:49,2017-03-18 08:19:49,18213,https://www.facebook.com/brownunitedfront/,2017-q1/2017-03/P(1)0001191.pdf,200.00 RUB,18 - 65+,,,,,,,"Mexican american culture; Hispanic american culture, Chicano, Chicano Movement. Being Latino, Mexican Pride, So Mexican, La Raza or Mexican American Pride",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,LIKE if you've ever felt that way!,1800000.0
980,6274,2017-05-26 08:05:44,2017-05-29 08:05:44,54103,https://www.facebook.com/blacktivists/,2017-05/P(1)0000242.pdf,700.00 RUB,16 - 65+,,,,,,,"Black nationalism, Pan-Africanism, Police misconduct; African-American culture; African-American Civil Rights Movement (1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",English (UK) or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,THOUGHT WE DIDN'T HAVE MONEY TO DO SIMPLE THINGS SUCH AS FIXING A TOWN'S WATER SUPPLY AND PIPES BUT CAN BOMB COUNTRIES LIKE WE TAKE SHITS.,31000000.0
249,180,2016-05-10 07:00:38,2016-05-11 07:00:37,2045,https://www.facebook.com/black-matters-1579673598947501/,2016-q2/2016-05/P(1)0002029.pdf,376.70 RUB,18 - 54,,,Exclude people who like Black Matters,,,,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),English (UK)or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,"Prosecutors in Baltimore are pushing to bring criminal charges against cops, who stopped Freddie Gray without probable cause. A novel theory, which Prosecutors in Baltimore are expected to try in the trial of a police officer charged in the arrest and death of Freddie Gray, states that Baltimore Prosecutors: Officers Should Be Charged For Making Illegal Arrests I Black Matters Black Matters",31000000.0
1561,0,2016-07-06 07:05:56,2016-06-29 06:49:57,0,https://www.facebook.com/dont-shoot-1157233400960126/,2016-q3/2016-07/P(1)0003593.pdf,,18 - 65+,,,,,,,,,United States: Louisiana,,,,News Feed on desktop computers or News Feed on mobile devices,"A simple traffic stop turned into the violent situation. Cop refused to identify himself, instead, he nearly killed a man. The shocking video reveals the real face of the US police. Read the full story: http://bit.ly/294CSi9",
1198,0,2016-10-05 06:07:30,,0,https://www.facebook.com/blacktivists/,2016-q4/2016-10/P(1)0003028.pdf,,18 - 65+,,,Exclude people who like Blacktivist,,,,,English (UK)or English (US),,United States,,Behaviors: African American (US),News Feed on desktop computers or News Feed on mobile devices,Black community welcomes you! We want to bring peace in life of our brothers and sisters!,211000000.0
644,421,2015-07-09 07:00:23,2015-07-11 07:00:00,3359,https://www.facebook.com/lgbt-united-839497472793277i,2015-q3/2015-07/P(1)0000166.pdf,500.00 RUB,18 - 65+,,,,,Friends of people who are connected to LGBT United,,,,,United States,,"People who like LGBT United,",News Feed on desktop computers or News Feed on mobile devices,When this triumphant yearbook entry was published,
2805,18,2016-11-15 05:19:09,2016-11-16 05:19:09,125,https://www.facebook.com/nefertitis-community-576081822594619/,2016-q4/2016-11/P(1)0005356.pdf,39.76 RUB,18 - 60,,,Exclude people who like Nefertiti's Community,,,,"Pan-Africanism, Black Enterprise or Black (Color)",English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,All power to the black community! #black #fist #resistance #blackpanthers #cool,21000000.0
649,2042,2015-07-10 06:14:07,2015-07-13 06:14:07,6675,https://www.facebook.com/lgbt-united-839497472793277i,2015-q3/2015-07/P(1)0000174.pdf,452.12 RUB,18 - 65+,,,,,Friends of people who are connected to LGBT United,,,,,United States,,"People who like LGBT United,",News Feed on desktop computers or News Feed on mobile devices,"Homophobic nurse tries to discourage birth mom from allowing gay couple to adopt child While the birth mother was resting with the baby, Andy and his partner took a break from the hospital to get some food. When they returned, they had a flurry of phone messages from the mother, crying and urging them to get back soon. A nurse had been questioning her about her decision to let a gay couple adopt her baby. ""Aren't you afraid those boys are gonna hurt that baby? Aren't you afraid that he's not gonna grow up and be normal?"" asked the nurse. Excuse me who the hell is she?! This bigot is forcing her views onto the mother, because she doesn't think the baby would grow up ""normal""? A mother who's making the difficult decision to place her son up for adoption, and a wonderful couple who wants to raise that child. What the hell right does the nurse have to try to stop that? I hope they fire her. I'm happy for the Gay couple on becoming parents!",
3115,64,2016-12-01 07:48:31,2016-12-02 07:48:31,557,https://www.facebook.com/woke-blacks-294234600956431/,2016-q4/2016-12/P(1)0005687.pdf,100.00 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices Interest expansion: On,"Kaepernick clearing the air and stressing on the fact that he spoke about Castro's Free Education/Free Universal Health Care initiations, and that he did not support his oppressive behavior, just like the false headlines been saying. Kaepernick answers to media",17000000.0
1276,2,2016-01-14 05:19:41,,89,https://www.facebook.com/stop-al-896610653786585/,2016-q1/2016-01/P(1)0003155.pdf,35.00 RUB,18 - 65+,,,Exclude people who like Stop A.1.,,,,Immigration or Conservatism,English (UK)or English (US),"United Kingdom, United States",,,,News Feed on desktop computers or News Feed on mobile devices,"They take your job and money, there is nothing good in illegal immigration! Join!",12000000.0
2346,0,2017-03-24 03:08:11,2017-03-25 12:00:00,0,https://www.facebook.com/blackmattersus/.mvmnt/,2017-q1/2017-03/P(1)0000804.pdf,0,18 - 65+,,,,,,,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Brown girls do ballet too!,17000000.0
3381,20,2017-02-09 01:49:21,,488,https://www.facebook.com/nothing-left-3623656574523741,2017-q1/2017-02/P(1)0006364.pdf,458.75 RUB,20 - 45,,,,,,,"Far-right politics, White nationalism, Internet meme or Right-wing politics",English (US),,United States,,Politics: Likely to engage with political content (conservative) And Must Also Match:,"News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers",Finely selected conservative memes that make them cry again! Nothing Left,
203,42,2016-03-10 04:07:06,2016-03-11 04:07:06,432,https://www.facebook.com/black-matters-1579673598947501/,2016-q1/2016-03/P(1)0001987.pdf,145.67 RUB,18 - 65+,,,,,Friends of people who are connected to Black Matters,,,,United States: New York New York,,,People who like Black Matters.,News Feed on desktop computers or News Feed on mobile devices,"A seventh-grade student at a private school in Hopewell, Virginia, was told by school administrators he must remove his dreadlocks if he wanted to stay in the school. A seventh-grade student at a private school in Hopewell, Virginia, was told by school administrators he must remove his dreadlocks if he wanted to stay in the school. Isaiah Freeman; 13, has had dreadlocks at the West End Christian School since third grade. It therefore, came as a surprise to his fa... Seventh-Grader Told To Cut Dreadlocks Or Leave The School I Black Matters Black Matters",
1128,878,2016-10-06 01:03:54,2016-10-14 16:00:00,9693,https://www.facebook.com/events/1183449788395273/,2016-q4/2016-10/P(1)0002928.pdf,913.64 RUB,16 - 65+,,,,,,,"Black Power, Black Panther Party or Black panther",English (UK)or English (US),United States: Houston (+50 mi) Texas,,,,"News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers","Houstonians, come out to honor the memory of Huey P. Newton, and other black leaders and prominent members of the Black Panther Party on October 15! We should revive their legacy and discuss the plan that Newton and Seale crafted to empower Black communities economically. The plan contained basic demands such as self-determination, decent housing, full employment, education that included African-American history, and an end to police brutality. The list of confirmed speakers will be released a few days before the event. Share and invite your friends! Black Panther Party 50th Anniversary H-Town",
2049,984,2017-04-17 08:29:51,2017-04-19 05:41:00,4776,https://www.facebook.com/blackmattersus/.mvmnt/,2017-04/P(1)0000696.pdf,194.75 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Understand more.,17000000.0
2856,121,2017-03-24 11:53:47,2017-03-27 11:53:47,779,https://www.facebook.com/panafrootsmove/,2017-q1/2017-03/P(1)0005408.pdf,58.59 RUB,18 - 65+,,,Exclude people who like Pan-African roots MOVE,,,,"Martin Luther King, Jr., Black history, African- American Civil Rights Movement(1954-68), African-American history, Malcolm X or Black (Color)",English (UK)or English (US),,United States,,,News Feed on desktop computers or News Feed on mobile devices,Rock your natural hair!,24000000.0
3204,135,2016-12-02 00:51:05,,1615,https://www.facebook.com/black4black-1268698556482143/,2016-q4/2016-12/P(1)0005797.pdf,1175.88 RUB,18 - 65+,,,Exclude people who like Black4Black,,,,Black Economic Empowerment Interest expansion: On,English (UK)or English (US),,United States,,,"News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers",Supporting and developing blk-owned Businesses is the key to raising our community!,66000.0
3009,29,2016-12-01 07:47:05,,953,https://www.facebook.com/black—liberation—church-1160193507389202/,2016-q4/2016-12/P(1)0005664.pdf,946.63 RUB,18 - 65+,,,Exclude people who like Black—Baptist—church,,,,"Martin Luther King, Jr., Baptism, African- American history or Gospel",English (US),United States,,,,"News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers",Hallelujah! Join our non denominational Christian group! Black Liberation Church,12000000.0
3139,2615,2017-02-22 06:01:04,2017-02-25 06:01:04,16597,https://www.facebook.com/woke-blacks-294234600956431/,2017-q1/2017-02/P(1)0005721.pdf,300.00 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr., African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,"Some people's contribution to the Black man's confidence in themselves cannot be overlooked, Y'all remember Nichelle Nichols, popularly known as Uhura? Well Dr. Martin Luther King once pleaded that she reconsider her decision to quit and stay on StarTrek because her role was so important to the community. Do you believe similar sacrifices from Black people in white supremacy systems could really influence anything for the ordinary Black man? #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOfSelflsANationality #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals",2900000.0
2905,0,2017-04-19 07:36:54,,0,https://www.facebook.com/savethe2a/,2017-04/P(1)0005477.pdf,0,18 - 65+,,,Exclude people who like Defend the 2nd,United States: California. Illinois,,Male,"2nd Amendment, National Rifle Association or National Association for Gun Rights",,,United States,,,"News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers","The community of 2nd Amendment supporters, guns lovers & patriots Defend The 2nd",17000000.0
2800,29,2016-11-15 05:16:56,2016-11-16 05:16:56,167,https://www.facebook.com/nefertitis-community-576081822594619/,2016-q4/2016-11/P(1)0005348.pdf,39.93 RUB,18 - 60,,,Exclude people who like Nefertiti's Community,,,,"Pan-Africanism, Black Enterprise or Black (Color)",English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,Surround yourself with only people who are going to lift you higher and break the chains in your mind! #black #powerful #quotes #panafrican,21000000.0
40,25,2016-01-06 03:11:48,,12476,https://www.instagram.com/veterans_us/,2016-q1/2016-01/P(1)0000017.pdf,1203.51 RUB,14 - 65+,,,,,,,Independence or Patriotism,English (US),United States,,,,lnstagram Feed,Let's make America great again for the future generations! Click Learn More! Veterans USA ( @veterans GovSpending,2600000.0
714,5,2016-05-10 06:11:15,2016-05-11 06:11:15,48,https://www.facebook.com/heart-of-texas-761114847343674/,2016-q2/2016-05/P(1)0002680.pdf,9.88 RUB,18 - 65+,,,,,,,Texas,,United States: Houston (+10 mi) Texas,,,,News Feed on desktop computers or News Feed on mobile devices,America's slowly but surely shifting towards turning into islamic state. Our president and our government are pro-islamic and don't want America to believe in our one and only Lord Jesus Christ. Texas will never keep step with U.S. Texas stays Christian even when odds are against us.,
2206,0,2016-11-03 00:29:17,2016-09-29 05:33:44,0,https://blackmattersus.com/16611-stop-police-brutality-officer-sherry-halls-lies-exposed/,2016-q4/2016-11/P(1)0004452.pdf,,16 - 65+,,,,,,,"Martin Luther King, Jr., Black Power, African- American Civil Rights Movement(1954-68), African-American history, Angela Davis, Malcolm X or Cop Block",English (UK)or English (US),,United States: New York (+25 mi) New York,,,News Feed on desktop computers or News Feed on mobile devices,"Investigations have disclosed that 3-months old police officer, Sherry Hall lied about being shot by a Black man. Stop Police Brutality: Officer Sherry Hall's Lies Exposed I BM BM",4400000.0
1130,5230,2017-02-16 05:19:00,2017-02-17 05:19:00,37199,https://www.facebook.com/blacktivist-128371547505950/,2017-q1/2017-02/P(1)0002930.pdf,200.00 RUB,16 - 65+,,,,,,,"Pan-Africanism, African-American Civil Rights Movement(1954-68), African-American history or Black (Color)",English (UK)or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,"Back in 1960, Ruby Bridges became the first black child to attend an all-white elementary school in the South. Despite the fact that a child faced a crowd of angry faces on a daily basis at school, she continued to fight for equality in education.",24000000.0
453,0,2015-06-23 07:08:58,,0,https://www.facebook.com/patriototus/,2015-06/P(1)0002299.pdf,,18 - 65+,,,Exclude people who like Being Patriotic,,,,Independence or Patriotism,English (UK)or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,"We can't all be Presidents, but we can all be patriots. Join us!",6400000.0
1514,0,2016-06-28 06:49:12,2016-05-16 07:30:00,0,https://www.facebook.com/dont-shoot-1157233400960126/,2016-q2/2016-06/P(1)0000426.pdf,,18 - 65+,,,,,,,Cop Block,,United States,,,,News Feed on desktop computers or News Feed on mobile devices,Did you see this? Damn... We lost count of how many mentally ill citizens were murdered during encounters with violent cops. Here is another woman suffering from mental illness. Full story: http://bit.ly/10rglhk,1000000.0
1033,49197,2017-02-14 06:35:27,2017-02-17 06:35:27,501552,https://www.facebook.com/blacktivist-128371547505950/,2017-q1/2017-02/P(1)0000282.pdf,1500.00 RUB,16 - 65+,,,,,,,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement(1954-68), African-American history, Black Consciousness Movement, Martin Luther King III, Stop Police Brutality or Black (Color)",English (UK)or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,This video may bring tears to your eyes. Make it go viral. We need this unity in our communities.,31000000.0
2489,211,2016-11-03 08:21:42,2016-11-10 07:21:42,2215,https://blackmattersus.com/19013-black-rapper-lil-wayne-dismisses-blm/,2016-q4/2016-11/P(1)0004937.pdf,172.48 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr., African-American Civil Rights Movement (1954-68), African-American history, Malcolm X or Black (Color)",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,"The famous Black rapper stated in an interview that he isn't connected to the Black rights movement, as it has nothing to do with him. Black Rapper Lil Wayne Dismisses BLM I BM BM",25000000.0
3414,0,2016-05-13 00:04:16,,0,https://musicfb.info/,2016-q2/2016-05/P(1)0005997.pdf,,14 - 17,,,,,,Female,,English (UK) or English (US),United States,,,Behaviors: Facebook access (browser): Chrome And Must Also Match: Interests Free software And Must Also Match: Interests Music,News Feed on desktop computers,Free online player: Just add in ur browser and jump in the world of free music! musicfb.info FaceMusic Stop A.I.,
